strategy_id,pmid,doi,title,abstract,authors,journal,year,publication_types,pubmed_url,retrieved_date,doi_normalized
NR-PUBMED-01,36113104,10.1177/14034948221102309,HUNT for better public health.,"The Trøndelag Health Study (HUNT) has collected population data through comprehensive decennial surveys over the last four decades and has so far collected data from 240,000 participants. The participants are identified with the unique Norwegian birth number, which enables them to be followed throughout different life stages, from survey to survey, and to endpoint measures in Norwegian national health registers without attrition bias. The study design of HUNT offers several advantages: it provides an overview of the public health development in the population over decades, the data can be used in health services research, clinical epidemiology, studies of causation, trajectories, and consequences of diseases, and to study gene × environment interactions. HUNT data have shown major shifts in public health trends, such as decreasing mean blood pressure and resting heart rate among adults, increasing prevalence of obesity, geographical and socioeconomic inequalities in health, increasing mental health distress among adolescents and young adults with an opposite development among the elderly. Data from HUNT have been used in several major international research projects, where data harmonization with several other population cohorts internationally has been done. HUNT has placed great emphasis on safeguarding research ethics, privacy, and data security. The Norwegian authorities established national regulations for the surveys from the time General Data Protection Regulation was introduced in 2018. Researchers can apply for HUNT data access from HUNT Research Centre provided they have obtained project approval from the Regional Committee for Medical and Health Research Ethics. Researchers not affiliated to a Norwegian research institution must collaborate with and apply through a Norwegian principal investigator. Information on the application and conditions for data access is available at www.ntnu.edu/hunt/data.",Krokstad S; Sund ER; Kvaløy K; Rangul V; Næss M,Scandinavian journal of public health,2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36113104/,2026-08-20,10.1177/14034948221102309
NR-PUBMED-03,36118065,10.47626/1679-4435-2022-808,Quality of life and associated factors on employees of a public university working remotely during the COVID-19 pandemic.,"The pandemic caused by the severe acute respiratory syndrome coronavirus 2 imposed restrictions to movement, generating new work dynamics especially in the education sector, where remote working has become the rule. The overlapping of work-related and domestic tasks and the fear of the virus generated an additional burden to workers, with unknown effects on their quality of life. To estimate the quality of life of employees of the education sector who were working remotely during the pandemic caused by the severe acute respiratory syndrome coronavirus 2 and identify associated factors. This is a cross-sectional study performed with a sample of 317 government employees of a federal university between August 25 2020 and September 11 2020. Standardized questionnaires concerning sociodemographic and economic aspects were constructed using the Google Forms tool. The European Health Interview Survey - Quality of Life 8-item index was used to assess quality of life. Multiple linear regression was used to check for associations between variables using quality of life scores as outcome (alpha value of 5%). This research proposal was approved by the National Research Ethics Commission, with a Certificate of Presentation for Ethical Appreciation No. 33636220.1.0000.0056. The European Health Interview Survey - Quality of Life 8-item index resulted in mean adjusted scores of 3.5 ± 1.9. Quality of life was independently associated with age (β = 0.01, 95% confidence interval 0.00 to 0.02, p = 0.015), physical activity (β = 0.19, 95% confidence interval 0.00 to 0.38, p = 0.049), smoking habits (β = 0.54, 95% confidence interval 0.19 to 0.88, p = 0.002), having a dedicated workspace (β = 0.14, 95% confidence interval 0.02 to 0.26, p = 0.023), performing housework (β =-0.20, 95% confidence interval-0.32 to-0.08, p < 0.001), financial difficulties (β =-0.26, 95% confidence interval-0.40 to-0.12, p < 0.001), and the impact of social distancing at work (β =-0.33, 95% confidence interval-0.47 to-0.19, p < 0.001). The level of quality of life within the sample was reasonable; it was higher among older participants who were physically active and did not smoke, and lower when the socioeconomic situation was unfavorable. This highlights the importance of constructing support strategies while the effects of the pandemic linger.",Barreto IG; Costa RES; de-Oliveira PMFP; Barbosa AS; da-Silva TO,Revista brasileira de medicina do trabalho : publicacao oficial da Associacao Nacional de Medicina do Trabalho-ANAMT,2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36118065/,2026-08-20,10.47626/1679-4435-2022-808
NR-PUBMED-02,36130141,10.1089/cyber.2022.0023,An Assessment of the Structural Validity and Measurement Invariance of the Web-Use Skills Scale for Aging Internet Users.,"Research on digital inequality has found that aging adults are often at risk of digital exclusion. Understanding the validity of survey measures assessing Internet skills in this population is critical to providing the high-quality data needed for effective digital inclusion policy interventions. This cross-validation study examines the structural validity and measurement invariance (across age, gender, and education groups) of the Web-Use Skills scale (WUS), which is commonly used as a proxy measure of Internet skills. We tested the 14-item version of the WUS. The scale was translated into the Slovenian language and pretested with older Internet users. Data were collected from two independent samples of Internet users aged 50+ years (N1 = 259 and N2 = 256) drawn from an online opt-in panel in Slovenia. The examination of structural validity confirmed that the WUS adequately reflects the one-factor structure of the web-use skills construct, although in a shorter six-item form. Moreover, the analysis confirmed strict measurement invariance between the two samples and, at least, scalar invariance between age, gender, and education groups. The results support the applicability of WUS in cross-group comparisons of Internet skills in the population of aging Internet users and point to several opportunities for future work.",Prevodnik K; Trkman M; Grošelj D; Bartol J; Petrovčič A,"Cyberpsychology, behavior and social networking",2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36130141/,2026-08-20,10.1089/cyber.2022.0023
NR-PUBMED-02,36131316,10.1186/s12889-022-14193-7,Factor structure and longitudinal measurement invariance of the K6 among a national representative elder sample of China.,"As the number of older people is rapidly growing, prevention, screening, and treatment of mental health problems (including anxiety and depression) in this population increasingly become a heavy burden to individuals, families, and even the whole society. The Kessler-6 screening measure (K6) is an efficient and effective instrument for general mental health problems. However, few studies have examined its measurement invariance across time, which is particularly important in longitudinal studies, such as exploring developmental trajectories of non-specific psychological distress and evaluating the effects of certain interventions. The current study investigated the factor structure and the longitudinal measurement invariance of the K6 among a national representative elder sample of China. Longitudinal data in two survey waves (the year 2010, and the year 2014) from the China Family Panel Studies were drawn for secondary data analysis. A total of 3845 participants aged 60 years old and above (52.2% male, mean age = 66.99 years, SD = 5.93 years) responded to both waves of the survey. A comparison of four existing models with confirmatory factor analysis supported a two-factor solution of the K6. A series of multi-group confirmatory factor analyses further indicated that the K6 held strict longitudinal measurement invariance across time. Additionally, the internal consistency indices across time and the stability coefficients over time were acceptable. The findings further confirmed the psychometric defensibility of the K6 when used in the old Chinese population. The longitudinal measurement invariance justified comparisons of psychological distress scores among different measurement time points.",Zhang L; Li Z,BMC public health,2022,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36131316/,2026-08-20,10.1186/s12889-022-14193-7
NR-PUBMED-01,36151511,10.1186/s12859-022-04922-5,Local data commons: the sleeping beauty in the community of data commons.,"Public Data Commons (PDC) have been highlighted in the scientific literature for their capacity to collect and harmonize big data. On the other hand, local data commons (LDC), located within an institution or organization, have been underrepresented in the scientific literature, even though they are a critical part of research infrastructure. Being closest to the sources of data, LDCs provide the ability to collect and maintain the most up-to-date, high-quality data within an organization, closest to the sources of the data. As a data provider, LDCs have many challenges in both collecting and standardizing data, moreover, as a consumer of PDC, they face problems of data harmonization stemming from the monolithic harmonization pipeline designs commonly adapted by many PDCs. Unfortunately, existing guidelines and resources for building and maintaining data commons exclusively focus on PDC and provide very little information on LDC. This article focuses on four important observations. First, there are three different types of LDC service models that are defined based on their roles and requirements. These can be used as guidelines for building new LDC or enhancing the services of existing LDC. Second, the seven core services of LDC are discussed, including cohort identification and facilitation of genomic sequencing, the management of molecular reports and associated infrastructure, quality control, data harmonization, data integration, data sharing, and data access control. Third, instead of commonly developed monolithic systems, we propose a new data sharing method for data harmonization that combines both divide-and-conquer and bottom-up approaches. Finally, an end-to-end LDC implementation is introduced with real-world examples. Although LDCs are an optimal place to identify and address data quality issues, they have traditionally been relegated to the role of passive data provider for much larger PDC. Indeed, many LDCs limit their functions to only conducting routine data storage and transmission tasks due to a lack of information on how to design, develop, and improve their services using limited resources. We hope that this work will be the first small step in raising awareness among the LDCs of their expanded utility and to publicize to a wider audience the importance of LDC.",Jeong JC; Hands I; Kolesar JM; Rao M; Davis B; Dobyns Y; Hurt-Mueller J; Levens J; Gregory J; Williams J; Witt L; Kim EM; Burton C; Elbiheary AA; Chang M; Durbin EB,BMC bioinformatics,2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36151511/,2026-08-20,10.1186/s12859-022-04922-5
NR-PUBMED-02,36167328,10.1080/23279095.2022.2126939,Assessment of cross-cultural measurement invariance of the NIH toolbox fluid cognition measures between Jamaicans and African-Americans.,"The NIH Toolbox Cognitive Battery (NIHTB-CB) was developed as a common-metric, computerized cognitive screener for research. Although extensively normed and validated in Americans of different ethnicities, there is little data on how generalizable such results would be when used outside of the United States. The objective of this study was to assess measurement invariance (MI) of the NIHTB-CB across Jamaican and African-American samples and determine appropriateness of comparisons across groups. Multi-group confirmatory factor analyses using a single-factor model were conducted using five tests of fluid cognitive abilities from the NIHTB-CB, which assess working memory, episodic memory, processing speed, and executive function. MI was tested sequentially for configural, metric and scalar invariance. 125 Jamaican and 154 American adults of African descent were included. The Jamaican mean age was 31.6 ± 8.6 years (57% males) compared to 43.5 ± 15.5 years (25% males) for the African-American group. The Jamaicans had on average 11.3 ± 2.7 years of education compared to 13.9 ± 2.6 years for the African-Americans. We found metric and configural invariance across both samples but not scalar invariance. These findings suggest that the single factor emerging from the NIHTB-CB measures the same construct, i.e. fluid cognitive ability, in both groups and hence the battery is appropriate for assessments within cultures. However, lack of scalar invariance indicates that direct cross-cultural comparisons of performance levels should be interpreted with caution, also suggesting that U.S. normative standards are not generalizable to the Jamaican population.",Tennant IA; Hull DM; Fagan MA; Casaletto KB; Heaton RK; James Bateman C; Erickson KI; Forrester T; Boyne M,Applied neuropsychology. Adult,2024,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36167328/,2026-08-20,10.1080/23279095.2022.2126939
NR-PUBMED-02,36183712,10.1016/S1474-4422(22)00309-X,"Traumatic brain injury: progress and challenges in prevention, clinical care, and research.","Traumatic brain injury (TBI) has the highest incidence of all common neurological disorders, and poses a substantial public health burden. TBI is increasingly documented not only as an acute condition but also as a chronic disease with long-term consequences, including an increased risk of late-onset neurodegeneration. The first Lancet Neurology Commission on TBI, published in 2017, called for a concerted effort to tackle the global health problem posed by TBI. Since then, funding agencies have supported research both in high-income countries (HICs) and in low-income and middle-income countries (LMICs). In November 2020, the World Health Assembly, the decision-making body of WHO, passed resolution WHA73.10 for global actions on epilepsy and other neurological disorders, and WHO launched the Decade for Action on Road Safety plan in 2021. New knowledge has been generated by large observational studies, including those conducted under the umbrella of the International Traumatic Brain Injury Research (InTBIR) initiative, established as a collaboration of funding agencies in 2011. InTBIR has also provided a huge stimulus to collaborative research in TBI and has facilitated participation of global partners. The return on investment has been high, but many needs of patients with TBI remain unaddressed. This update to the 2017 Commission presents advances and discusses persisting and new challenges in prevention, clinical care, and research. In LMICs, the occurrence of TBI is driven by road traffic incidents, often involving vulnerable road users such as motorcyclists and pedestrians. In HICs, most TBI is caused by falls, particularly in older people (aged ≥65 years), who often have comorbidities. Risk factors such as frailty and alcohol misuse provide opportunities for targeted prevention actions. Little evidence exists to inform treatment of older patients, who have been commonly excluded from past clinical trials—consequently, appropriate evidence is urgently required. Although increasing age is associated with worse outcomes from TBI, age should not dictate limitations in therapy. However, patients injured by low-energy falls (who are mostly older people) are about 50% less likely to receive critical care or emergency interventions, compared with those injured by high-energy mechanisms, such as road traffic incidents. Mild TBI, defined as a Glasgow Coma sum score of 13–15, comprises most of the TBI cases (over 90%) presenting to hospital. Around 50% of adult patients with mild TBI presenting to hospital do not recover to pre-TBI levels of health by 6 months after their injury. Fewer than 10% of patients discharged after presenting to an emergency department for TBI in Europe currently receive follow-up. Structured follow-up after mild TBI should be considered good practice, and urgent research is needed to identify which patients with mild TBI are at risk for incomplete recovery. The selection of patients for CT is an important triage decision in mild TBI since it allows early identification of lesions that can trigger hospital admission or life-saving surgery. Current decision making for deciding on CT is inefficient, with 90–95% of scanned patients showing no intracranial injury but being subjected to radiation risks. InTBIR studies have shown that measurement of blood-based biomarkers adds value to previously proposed clinical decision rules, holding the potential to improve efficiency while reducing radiation exposure. Increased concentrations of biomarkers in the blood of patients with a normal presentation CT scan suggest structural brain damage, which is seen on MR scanning in up to 30% of patients with mild TBI. Advanced MRI, including diffusion tensor imaging and volumetric analyses, can identify additional injuries not detectable by visual inspection of standard clinical MR images. Thus, the absence of CT abnormalities does not exclude structural damage—an observation relevant to litigation procedures, to management of mild TBI, and when CT scans are insufficient to explain the severity of the clinical condition. Although blood-based protein biomarkers have been shown to have important roles in the evaluation of TBI, most available assays are for research use only. To date, there is only one vendor of such assays with regulatory clearance in Europe and the USA with an indication to rule out the need for CT imaging for patients with suspected TBI. Regulatory clearance is provided for a combination of biomarkers, although evidence is accumulating that a single biomarker can perform as well as a combination. Additional biomarkers and more clinical-use platforms are on the horizon, but cross-platform harmonisation of results is needed. Health-care efficiency would benefit from diversity in providers. In the intensive care setting, automated analysis of blood pressure and intracranial pressure with calculation of derived parameters can help individualise management of TBI. Interest in the identification of subgroups of patients who might benefit more from some specific therapeutic approaches than others represents a welcome shift towards precision medicine. Comparative-effectiveness research to identify best practice has delivered on expectations for providing evidence in support of best practices, both in adult and paediatric patients with TBI. Progress has also been made in improving outcome assessment after TBI. Key instruments have been translated into up to 20 languages and linguistically validated, and are now internationally available for clinical and research use. TBI affects multiple domains of functioning, and outcomes are affected by personal characteristics and life-course events, consistent with a multifactorial bio-psycho-socio-ecological model of TBI, as presented in the US National Academies of Sciences, Engineering, and Medicine (NASEM) 2022 report. Multidimensional assessment is desirable and might be best based on measurement of global functional impairment. More work is required to develop and implement recommendations for multidimensional assessment. Prediction of outcome is relevant to patients and their families, and can facilitate the benchmarking of quality of care. InTBIR studies have identified new building blocks (eg, blood biomarkers and quantitative CT analysis) to refine existing prognostic models. Further improvement in prognostication could come from MRI, genetics, and the integration of dynamic changes in patient status after presentation. Neurotrauma researchers traditionally seek translation of their research findings through publications, clinical guidelines, and industry collaborations. However, to effectively impact clinical care and outcome, interactions are also needed with research funders, regulators, and policy makers, and partnership with patient organisations. Such interactions are increasingly taking place, with exemplars including interactions with the All Party Parliamentary Group on Acquired Brain Injury in the UK, the production of the NASEM report in the USA, and interactions with the US Food and Drug Administration. More interactions should be encouraged, and future discussions with regulators should include debates around consent from patients with acute mental incapacity and data sharing. Data sharing is strongly advocated by funding agencies. From January 2023, the US National Institutes of Health will require upload of research data into public repositories, but the EU requires data controllers to safeguard data security and privacy regulation. The tension between open data-sharing and adherence to privacy regulation could be resolved by cross-dataset analyses on federated platforms, with the data remaining at their original safe location. Tools already exist for conventional statistical analyses on federated platforms, however federated machine learning requires further development. Support for further development of federated platforms, and neuroinformatics more generally, should be a priority. This update to the 2017 Commission presents new insights and challenges across a range of topics around TBI: epidemiology and prevention (section 1); system of care (section 2); clinical management (section 3); characterisation of TBI (section 4); outcome assessment (section 5); prognosis (Section 6); and new directions for acquiring and implementing evidence (section 7). Table 1 summarises key messages from this Commission and proposes recommendations for the way forward to advance research and clinical management of TBI.",Maas AIR; Menon DK; Manley GT; Abrams M; Åkerlund C; Andelic N; Aries M; Bashford T; Bell MJ; Bodien YG; Brett BL; Büki A; Chesnut RM; Citerio G; Clark D; Clasby B; Cooper DJ; Czeiter E; Czosnyka M; Dams-O'Connor K; De Keyser V; Diaz-Arrastia R; Ercole A; van Essen TA; Falvey É; Ferguson AR; Figaji A; Fitzgerald M; Foreman B; Gantner D; Gao G; Giacino J; Gravesteijn B; Guiza F; Gupta D; Gurnell M; Haagsma JA; Hammond FM; Hawryluk G; Hutchinson P; van der Jagt M; Jain S; Jain S; Jiang JY; Kent H; Kolias A; Kompanje EJO; Lecky F; Lingsma HF; Maegele M; Majdan M; Markowitz A; McCrea M; Meyfroidt G; Mikolić A; Mondello S; Mukherjee P; Nelson D; Nelson LD; Newcombe V; Okonkwo D; Orešič M; Peul W; Pisică D; Polinder S; Ponsford J; Puybasset L; Raj R; Robba C; Røe C; Rosand J; Schueler P; Sharp DJ; Smielewski P; Stein MB; von Steinbüchel N; Stewart W; Steyerberg EW; Stocchetti N; Temkin N; Tenovuo O; Theadom A; Thomas I; Espin AT; Turgeon AF; Unterberg A; Van Praag D; van Veen E; Verheyden J; Vyvere TV; Wang KKW; Wiegers EJA; Williams WH; Wilson L; Wisniewski SR; Younsi A; Yue JK; Yuh EL; Zeiler FA; Zeldovich M; Zemek R; InTBIR Participants and Investigators,The Lancet. Neurology,2022,"Journal Article; Review; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/36183712/,2026-08-20,10.1016/s1474-4422(22)00309-x
NR-PUBMED-01,36190879,10.1377/hlthaff.2022.00479,Harmonizing Disability Data To Improve Disability Research And Policy.,"Disability is complex and multifaceted, complicating governments' efforts to collect the high-quality, comprehensive data necessary for developing, implementing, and monitoring policies. Yet data are needed to obtain information on functioning in the population, to identify the population with disabilities, and to disaggregate indicators of well-being by disability to determine whether people with disabilities are participating in society to the same extent as those without disabilities. In this article we discuss the need for data harmonization to improve disability research and policy. We describe standard question sets on disability developed for inclusion in surveys and administrative systems, as well as the need for coordination of both statistical and administrative data systems. Until disability data become more harmonized, it will not be possible to support the development of comprehensive, evidence-based policies and programs to address the needs of the population with disabilities.",Mont D; Madans J; Weeks JD; Ullmann H,Health affairs (Project Hope),2022,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",https://pubmed.ncbi.nlm.nih.gov/36190879/,2026-08-20,10.1377/hlthaff.2022.00479
NR-PUBMED-02,36240491,10.1097/MPG.0000000000003636,Equivalence of Paper and Electronic-Based Patient Reported Outcome Measures for Children: A Systematic Review.,"Patient-reported outcome measures (PROMs) exist for a variety of chronic gastrointestinal disorders in children. The availability of electronic (e-)formats of PROMs enhance the accessibility of these tools. The International Society for Pharmacoeconomic and Outcomes Research (ISPOR) defines measurement equivalence (ME) as ""comparability of the psychometric properties of data"" obtained from the administration of original and adapted versions of PROMs. Consideration of proxy PROM versions is unique to pediatrics and must be included in ME evaluations. We conducted a systematic review (SR) of the literature evaluating ME of e-versions adapted from pediatric paper-based PROMs. A literature search was conducted through Medline, Embase, APA PsychInfo, and the Cochrane Library. Titles, abstracts, and manuscripts were reviewed by 2 independent reviewers. The search yielded 19 studies meeting pre-defined criteria. Just over half (52.6%) of 19 PROMs were disease-specific ones. ME between paper- and e-PROM versions was reported as present in all 19 studies evaluating 5653 participants under the age of 18 years. However, only 6 (31.6%) studies evaluated ME in proxy reported e-versions. Despite the use of PROMs for children with a variety of chronic gastrointestinal disorders, only 1 study evaluated a PROM in this population (IMPACT III for inflammatory bowel disease). Findings from this SR highlight strategic opportunities for the pediatric gastroenterologist to broaden the clinical and research armamentarium to include e-PROMs.",Kortbeek S; Pawaria A; Ng VL,Journal of pediatric gastroenterology and nutrition,2023,"Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36240491/,2026-08-20,10.1097/mpg.0000000000003636
NR-PUBMED-02,36254358,10.1111/jsr.13753,Psychometric properties and reference values of the Patient-Reported Outcomes Measurement Information System (PROMIS) sleep item banks in the Dutch general population.,"Psychometric properties of the v1.0 Patient-Reported Outcomes Measurement Information System (PROMIS®) sleep disturbance (27 items) and sleep-related impairment (SRI; 16 items) item banks, short forms derived from the item bank, and simulated computerised adaptive test (CAT), were assessed in a representative sample of 1,006 adults from the Dutch general population. For sleep disturbance all items fitted the item response theory model. Four items showed differential item functioning (i.e., lack of measurement invariance) for age and two for language but the impact on scores (expressed as T-scores) was small. Reliable scores (r > 0.90) were found for 92.2%-96.3% of respondents with the full bank, short forms with six and eight items, and CAT, but for only 25.6% with the four-item short form. For SRI two items did not fit the item response theory model. Four items showed differential item functioning for language but the impact on T-scores was small. Reliable scores were found for 82.1% with the full bank, for 47.8%-69.5% with short forms and CAT. T-scores of 49.7 and 49.3 represent the average score of the Dutch general population for sleep disturbance and SRI, respectively. In conclusion, sufficient structural validity, reliability, and cross-cultural validity was found for the full banks but short forms of four items are not reliable enough for clinical practice. For SRI we recommend the full item bank if this is the primary outcome.",Terwee CB; van Litsenburg RRL; Elsman EBM; Roorda LD,Journal of sleep research,2023,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36254358/,2026-08-20,10.1111/jsr.13753
NR-PUBMED-02,36254674,10.1177/10731911221129243,"Measurement and Functional Equivalence of a Reduced Version of the UPPS Impulsivity Scale Among Hispanic, Non-Hispanic Black, and Non-Hispanic White Adolescents.","The current study aimed to assess the measurement equivalence and functional equivalence of the UPPS (Urgency, Premeditation, Perseverance, Sensation Seeking) Impulsivity Scale among three ethnoracial adolescent samples in the U.S. seventh-grade students who self-identified as Hispanic (n = 472), non-Hispanic Black (n = 89), or non-Hispanic White (n = 90), and completed an English-language version of the Child version of the UPPS, which was shortened and modified to include positive urgency items. Through a series of confirmatory factor analyses, the UPPS demonstrated configural, metric, and partial threshold invariance. Fisher's r-to-z transformations were used to assess the functional equivalence of the UPPS against well-validated measures of self-regulation and mental health commonly associated with impulsivity. We found some group differences in the magnitude of associations. Yet, overall, this study provides evidence that the UPPS can be used to measure distinct factors of impulsivity among Hispanic, non-Hispanic Black, and non-Hispanic White adolescents.",Kim JJ; Perez VM; Gonzales NA; Thamrin H; Tein JY,Assessment,2023,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/36254674/,2026-08-20,10.1177/10731911221129243
NR-PUBMED-02,36266608,10.1186/s12955-022-02056-z,"Gothenburg Empowerment Scale (GES): psychometric properties and measurement invariance in adults with congenital heart disease from Belgium, Norway and South Korea.","Patient empowerment is associated with improvements in different patient-reported and clinical outcomes. However, despite being widely researched, high quality and theoretically substantiated disease-generic measures of patient empowerment are lacking. The few good instruments that are available have not reported important psychometric properties, including measurement invariance. The aim of this study was to assess the psychometric properties of the 15-item Gothenburg Empowerment Scale (GES), with a particular focus on measurement invariance of the GES across individuals from three countries. Adults with congenital heart disease from Belgium, Norway and South Korea completed the GES and other patient-reported outcomes as part of an international, cross-sectional, descriptive study called APPROACH-IS II. The scale's content (missing data) and factorial validity (confirmatory factor analyses), measurement invariance (multi-group confirmatory factor analyses), responsiveness (floor and ceiling effects) and reliability (internal consistency) were assessed. Content validity, responsiveness and reliability were confirmed. Nonetheless, metric but not scalar measurement invariance was supported when including the three countries, possibly because the scale performed differently in the sample from South Korea. A second set of analyses supported partial scalar invariance for a sample that was limited to Norway and Belgium. Our study offers preliminary evidence that GES is a valid and reliable measure of patient empowerment in adults with congenital heart disease. However, cross-country comparisons must be made with caution, given the scale did not perform equivalently across the three countries.",Acuña Mora M; Raymaekers K; Van Bulck L; Goossens E; Luyckx K; Kovacs AH; Andresen B; Moon JR; Van De Bruaene A; Rassart J; Moons P,Health and quality of life outcomes,2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36266608/,2026-08-20,10.1186/s12955-022-02056-z
NR-PUBMED-01,36288464,10.1093/jamia/ocac205,"Will clinical standards not be part of the choir? Harmonization between the HL7 gender harmony project model and the NASEM measuring sex, gender identity, and sexual orientation report in the United States.","To propose an approach for semantic and functional data harmonization related to sex and gender constructs in electronic health records (EHRs) and other clinical systems for implementors, as outlined in the National Academies of Sciences, Engineering, and Medicine (NASEM) report Measuring Sex, Gender Identity, and Sexual Orientation and the Health Level 7 (HL7) Gender Harmony Project (GHP) product brief ""Gender Harmony-Modeling Sex and Gender Representation, Release 1."" Authors from both publications contributed to a plan for data harmonization based upon fundamental principles in informatics, including privacy, openness, access, legitimate infringement, least intrusive alternatives, and accountability. We propose construct entities and value sets that best align with both publications to allow the implementation of EHR data elements on gender identity, recorded sex or gender, and sex for clinical use in the United States. We include usability- and interoperability-focused reasoning for each of these decisions, as well as suggestions for cross-tabulation for populations. Both publications agree on core approaches to conceptualization and measurement of sex- and gender-related constructs. However, some clarifications could improve our ability to assess gender modality, alignment (or lack thereof) between gender identity and assigned gender at birth, and address both individual-level and population-level health inequities. By bridging the GHP and NASEM recommendations, we provide a path forward for implementation of sex- and gender-related EHR elements. Suggestions for implementation of gender identity, recorded sex or gender, and sex for clinical use are provided, along with semantic and functional justifications.",Baker KE; Compton D; Fechter-Leggett ED; Grasso C; Kronk CA,Journal of the American Medical Informatics Association : JAMIA,2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36288464/,2026-08-20,10.1093/jamia/ocac205
NR-PUBMED-02,36305638,10.1177/18333583221117184,"Development, implementation, and evaluation of the Australian Stroke Data Tool (AuSDaT): Comprehensive data capturing for multiple uses.","Historically, national programs for collecting stroke data in Australia required the use of multiple online tools. Clinicians were required to enter overlapping variables for the same patient in the different databases. From 2013 to 2016, the Australian Stroke Data Tool (AuSDaT) was built as an integrated data management solution. In this article, we have described the development, implementation, and evaluation phases of establishing the AuSDaT. In the development phase, a governance structure with representatives from different data collection programs was established. Harmonisation of data variables, drawn from six programs used in hospitals for monitoring stroke care, was facilitated through creating a National Stroke Data Dictionary. The implementation phase involved a staged deployment for two national programs over 12 months. The evaluation included an online survey of people who had used the AuSDaT between March 2018 and May 2018. By July 2016, data entered for an individual patient was, for the first time, shared between national programs. Overall, 119/422 users (90% female, 61% aged 30-49 years, 57% nurses) completed the online evaluation survey. The two most positive features reported about the AuSDaT were (i) accessibility of the system (including simultaneous user access), and (ii) the ability to download reports to benchmark local data against peer hospitals or national performance. More than three quarters of respondents (n = 92, 77%) reported overall satisfaction with the data collection tool. The AuSDaT reduces duplication and enables users from different national programs for stroke to enter standardised data into a single system. This example may assist others who seek to establish a harmonised data management solution for different disease areas where multiple programs of data collection exist. The importance of undertaking continuous evaluation of end-users to identify preferences and aspects of the tool that are not meeting current requirements were illustrated. We also highlighted the opportunities to increase interoperability, utility, and facilitate the exchange of accurate and meaningful data.",Ryan O; Ghuliani J; Grabsch B; Hill K; C Cloud G; Breen S; Kilkenny MF; Cadilhac DA,Health information management : journal of the Health Information Management Association of Australia,2024,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36305638/,2026-08-20,10.1177/18333583221117184
NR-PUBMED-01,36305782,10.1093/eurpub/ckac103,An overview of Personalized Medicine landscape and policies in the European Union.,"The spread of Personalized Medicine (PM) over the last decade defined a revolution in healthcare systems. PM is among the priorities of the European Commission's research agenda, which funded the IC2PerMed international project aiming to integrate China into the International Consortium of PM (ICPerMed). In the context of this project, we mapped the existing policies related to PM in the European Union (EU) and at the EU Member States (EU-MS) level. PubMed, Google Scholar, Google, Microsoft and national and international institutions' official repositories were searched in order to identify documents on PM-related policies, programmes and action plans at the EU and EU-MS level, published up to December 2020. We identified 28 policies in the EU aimed at improving public health promoting and fostering PM implementation, through some actions including the standardization of good medical practice, use of big data and digital innovation, data sharing and cross-border interoperability, healthcare sustainability, disease prevention and patients'/citizens' engagement. We identified 23 policies at EU-MS level which, notwithstanding national differences, have a common focus, such as patient-tailored treatment and targeted prevention, education of healthcare workers, research and innovation, big data harmonization and healthcare system sustainability. The definition of an integrated regulatory framework is essential to turn PM into an opportunity for citizens and patients with the involvement of all the stakeholders. This work can provide a valuable tool for decision-makers to define common approaches, priorities for research, development and increase international collaboration, which could overcome the fragmented European scenario and align the future direction on PM.",Beccia F; Hoxhaj I; Castagna C; Strohäker T; Cadeddu C; Ricciardi W; Boccia S,European journal of public health,2022,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36305782/,2026-08-20,10.1093/eurpub/ckac103
